soi_name,master_comp_security_name,family_name,security_type,normalized_security_name,normalized_soi_name,normalized_family_name
"Project Granite Holdings, LLC",Tranzact (Common Equity),Tranzact,Common Equity,tranzact common equity,project granite holdings,tranzact
"Provation Medical, Inc.",Provation Medical (Term Loan),,Second Lien,provation medical term loan,provation medical,
"Puget Collision, LLC",Puget Collision (Revolver),Puget Collision,First Lien,puget collision revolver,puget collision,puget collision
"Puget Collision, LLC",Puget Collision (Incr. DDTL),Puget Collision,First Lien,puget collision incr delayed draw term loan,puget collision,puget collision
QuantiTech InvestCo II LP,QuantiTech (Common Equity II),QuantiTech,Common Equity,quantitech common equity ii,quantitech investco ii,quantitech
QuantiTech InvestCo LP,QuantiTech (Common Equity I),QuantiTech,Common Equity,quantitech common equity i,quantitech investco,quantitech
QuantiTech InvestCo LP - Unfunded,QuantiTech (Common Equity I),QuantiTech,Common Equity,quantitech common equity i,quantitech investco unfunded,quantitech
QuantiTech LLC,QuantiTech (Second Lien),QuantiTech,Second Lien,quantitech second lien,quantitech,quantitech
Quantic Electronics - Unfunded Revolver,Quantic Electronics (Revolver),Quantic Electronics,First Lien,quantic electronics revolver,quantic electronics unfunded revolver,quantic electronics
Quantic Electronics - Unfunded Term Loan,Quantic Electronics (DDTL),Quantic Electronics,First Lien,quantic electronics delayed draw term loan,quantic electronics unfunded term loan,quantic electronics
"Quantic Electronics, LLC",Quantic Electronics (Term Loan),Quantic Electronics,First Lien,quantic electronics term loan,quantic electronics,quantic electronics
"Quantic Electronics, LLC - Funded Revolver",Quantic Electronics (Revolver),Quantic Electronics,First Lien,quantic electronics revolver,quantic electronics funded revolver,quantic electronics
"Quantic Electronics, LLC - Unfunded Revolver",Quantic Electronics (Revolver),Quantic Electronics,First Lien,quantic electronics revolver,quantic electronics unfunded revolver,quantic electronics
"Quantic Electronics, LLC - Unfunded Term Loan",Quantic Electronics (DDTL),Quantic Electronics,First Lien,quantic electronics delayed draw term loan,quantic electronics unfunded term loan,quantic electronics
"Questex, LLC",Questex (TL),Questex,First Lien,questex term loan,questex,questex
"Questex, LLC - Funded Revolver",Questex (Revolver),Questex,First Lien,questex revolver,questex funded revolver,questex
"Questex, LLC - Unfunded Revolver",Questex (Revolver),Questex,First Lien,questex revolver,questex unfunded revolver,questex
RAM Energy Holdings LLC ,Ram (Term Loan),RAM Energy,First Lien,ram term loan,ram energy holdings,ram energy
RAM Energy Holdings LLC - Funded Revolver,Ram (Revolver),RAM Energy,First Lien,ram revolver,ram energy holdings funded revolver,ram energy
RAM Energy Holdings LLC(Common),Ram (Equity),RAM Energy,Common Equity,ram equity,ram energy holdings llccommon,ram energy
RFMG Parent LP,Rancho (Equity),Rancho Medical,Common Equity,rancho equity,rfmg parent,rancho medical
"RFMG Parent, LP",Rancho (Equity),Rancho Medical,Common Equity,rancho equity,rfmg parent,rancho medical
"RRA CORPORATE, LLC",Roofed Right America (DDTL 2),Roofed Right America,First Lien,roofed right america delayed draw term loan 2,rra corporate,roofed right america
"RRA CORPORATE, LLC",Roofed Right America (DDTL 1),Roofed Right America,First Lien,roofed right america delayed draw term loan 1,rra corporate,roofed right america
"RRA CORPORATE, LLC",Roofed Right America (Revolver),Roofed Right America,First Lien,roofed right america revolver,rra corporate,roofed right america
"RRA CORPORATE, LLC",Roofed Right America (Term Loan),Roofed Right America,First Lien,roofed right america term loan,rra corporate,roofed right america
"RTIC Parent Holdings, LLC",RTIC (Preferred Equity B),RTIC,Preferred Equity,rtic preferred equity b,rtic parent holdings,rtic
"RTIC Parent Holdings, LLC",RTIC (Common Equity),RTIC,Common Equity,rtic common equity,rtic parent holdings,rtic
"RTIC Parent Holdings, LLC",RTIC (Preferred Equity A),RTIC,Preferred Equity,rtic preferred equity a,rtic parent holdings,rtic
"RTIC Parent Holdings, LLC (Common)",RTIC (Common Equity),RTIC,Common Equity,rtic common equity,rtic parent holdings common,rtic
"RTIC Parent Holdings, LLC (Preferred A)",RTIC (Preferred Equity A),RTIC,Preferred Equity,rtic preferred equity a,rtic parent holdings preferred a,rtic
"RTIC Parent Holdings, LLC (Preferred B)",RTIC (Preferred Equity B),RTIC,Preferred Equity,rtic preferred equity b,rtic parent holdings preferred b,rtic
"RTIC Parent Holdings, LLC (Preferred C)",RTIC (Preferred Equity C),RTIC,Preferred Equity,rtic preferred equity c,rtic parent holdings preferred c,rtic
"RTIC Parent Holdings, LLC (Preferred D)",RTIC (Preferred Equity D),RTIC,Preferred Equity,rtic preferred equity d,rtic parent holdings preferred d,rtic
"RTIC Subsidiary Holdings, LLC",RTIC (TL),RTIC,First Lien,rtic term loan,rtic subsidiary holdings,rtic
"RTIC Subsidiary Holdings, LLC - Funded Revolver",RTIC (Revolver),RTIC,First Lien,rtic revolver,rtic subsidiary holdings funded revolver,rtic
"RTIC Subsidiary Holdings, LLC - Unfunded Revolver",RTIC (Revolver),RTIC,First Lien,rtic revolver,rtic subsidiary holdings unfunded revolver,rtic
"Radius Aerospace, Inc.",Radius Aerospace (Term Loan),Radius Aerospace,First Lien,radius aerospace term loan,radius aerospace,radius aerospace
"Radius Aerospace, Inc. - Funded Revolver",Radius Aerospace (Revolver),Radius Aerospace,First Lien,radius aerospace revolver,radius aerospace funded revolver,radius aerospace
"Radius Aerospace, Inc. - Unfunded Revolver",Radius Aerospace (Revolver),Radius Aerospace,First Lien,radius aerospace revolver,radius aerospace unfunded revolver,radius aerospace
Rancho,Rancho (TL),Rancho Medical,First Lien,rancho term loan,rancho,rancho medical
"Rancho Health MSO, Inc.",Rancho (TL),Rancho Medical,First Lien,rancho term loan,rancho health mso,rancho medical
"Rancho Health MSO, Inc.  - Unfunded Term Loan",Rancho (DDTL),Rancho Medical,First Lien,rancho delayed draw term loan,rancho health mso unfunded term loan,rancho medical
"Rancho Health MSO, Inc. - Funded Revolver",Rancho (Revolver),Rancho Medical,First Lien,rancho revolver,rancho health mso funded revolver,rancho medical
"Rancho Health MSO, Inc. - Unfunded Revolver",Rancho (Revolver),Rancho Medical,First Lien,rancho revolver,rancho health mso unfunded revolver,rancho medical
"Rancho Health MSO, Inc. - Unfunded Term Loan",Rancho (DDTL),Rancho Medical,First Lien,rancho delayed draw term loan,rancho health mso unfunded term loan,rancho medical
"Real Life Holdings, LLC",Real Life Residential (Common Equity),Real Life Residential,Common Equity,real life residential common equity,real life holdings,real life residential
"Real Life Intermediate Holdings, LLC",Real Life Residential (DDTL),Real Life Residential,First Lien,real life residential delayed draw term loan,real life intermediate holdings,real life residential
"Real Life Intermediate Holdings, LLC",Real Life Residential (Term Loan),Real Life Residential,First Lien,real life residential term loan,real life intermediate holdings,real life residential
"Real Life Intermediate Holdings, LLC",Real Life Residential (Revolver),Real Life Residential,First Lien,real life residential revolver,real life intermediate holdings,real life residential
"Reception Purchaser, LLC",STG (Second Out Term Loans),STG Logistics,First Lien,stg second out term loans,reception purchaser,stg logistics
"Reception Purchaser, LLC",STG (TL),STG Logistics,First Lien,stg term loan,reception purchaser,stg logistics
"Reception Purchaser, LLC",STG (First Out New Money Term Loans),STG Logistics,First Lien,stg first out new money term loans,reception purchaser,stg logistics
"Recteq, LLC",Recteq (TL),Recteq,First Lien,recteq term loan,recteq,recteq
"Recteq, LLC - Funded Revolver",Recteq (Revolver),Recteq,First Lien,recteq revolver,recteq funded revolver,recteq
"Recteq, LLC - Revolver",Recteq (Revolver),Recteq,First Lien,recteq revolver,recteq revolver,recteq
"Recteq, LLC - Term Loan",Recteq (TL),Recteq,First Lien,recteq term loan,recteq term loan,recteq
"Recteq, LLC - Unfunded Revolver",Recteq (Revolver),Recteq,First Lien,recteq revolver,recteq unfunded revolver,recteq
"Research Horizons, LLC",Research Horizons (TL),,First Lien,research horizons term loan,research horizons,
"Research Horizons, LLC - Delayed Draw Term Loan",Research Horizons (DDTL),,First Lien,research horizons delayed draw term loan,research horizons delayed draw term loan,
"Research Horizons, LLC - Funded Revolver",Research Horizons (Rev),,First Lien,research horizons revolver,research horizons funded revolver,
"Research Horizons, LLC - Unfunded Revolver",Research Horizons (Rev),,First Lien,research horizons revolver,research horizons unfunded revolver,
"Research Horizons, LLC - Unfunded Term Loan",Research Horizons (DDTL),,First Lien,research horizons delayed draw term loan,research horizons unfunded term loan,
"Research Now Group, Inc.",Research Now / SSI (1st),Research Now/SSI,First Lien,research now ssi first,research now group,research now ssi
"Research Now Group, Inc. and Survey Sampling International LLC",Research Now / SSI (1st),Research Now/SSI,First Lien,research now ssi first,research now group and survey sampling international,research now ssi
"Research Now Group, LLC",Research Now / SSI (1st),Research Now/SSI,First Lien,research now ssi first,research now group,research now ssi
"Research Now Group, LLC and Dynata, LLC",Research Now / SSI (SOTL),Research Now/SSI,First Lien,research now ssi sotl,research now group and dynata,research now ssi
"Research Now Group, LLC and Dynata, LLC",Research Now / SSI (1st),Research Now/SSI,First Lien,research now ssi first,research now group and dynata,research now ssi
"Research Now Group, LLC and Dynata, LLC",Research Now / SSI (FOTL),Research Now/SSI,First Lien,research now ssi fotl,research now group and dynata,research now ssi
"Riverpoint Medical, LLC",Riverpoint Medical (TL),Riverpoint,First Lien,riverpoint medical term loan,riverpoint medical,riverpoint
"Riverpoint Medical, LLC",Riverpoint Medical (Incremental TL),Riverpoint,First Lien,riverpoint medical incremental term loan,riverpoint medical,riverpoint
"Riverpoint Medical, LLC - Funded Revolver",Riverpoint Medical (Revolver),Riverpoint,First Lien,riverpoint medical revolver,riverpoint medical funded revolver,riverpoint
"Riverpoint Medical, LLC - Unfunded Revolver",Riverpoint Medical (Revolver),Riverpoint,First Lien,riverpoint medical revolver,riverpoint medical unfunded revolver,riverpoint
"Riverside Assessments, LLC",Riverside Insights (FLLO),Riverside Insights,First Lien,riverside insights fllo,riverside assessments,riverside insights
"Riverside Assessments, LLC ",Riverside Insights (FLLO),Riverside Insights,First Lien,riverside insights fllo,riverside assessments,riverside insights
"Ro Health Holdings, Inc.",Ro Health (Common Equity),Ro Health ,Common Equity,ro health common equity,ro health holdings,ro health
"Ro Health, LLC ",Ro Health (Revolver),Ro Health ,First Lien,ro health revolver,ro health,ro health
"Ro Health, LLC ",Ro Health (Term Loan),Ro Health ,First Lien,ro health term loan,ro health,ro health
"Rosco Parent, LLC",Rosco (Revolver),Rosco,First Lien,rosco revolver,rosco parent,rosco
"Rosco Parent, LLC",Rosco (Common Equity),Rosco,Common Equity,rosco common equity,rosco parent,rosco
"Rosco Parent, LLC",Rosco (Term Loan),Rosco,First Lien,rosco term loan,rosco parent,rosco
Route 66 Development Authority,Harrah's Oklahoma (Term Loan),Harrah's Oklahoma,First Lien,harrahs oklahoma term loan,route 66 development authority,harrahs oklahoma
"Rural Sourcing Holdings, Inc. (HPA SPQ Merger Sub, Inc.)",Sparq (TL),Sparq,First Lien,sparq term loan,rural sourcing holdings hpa spq merger sub,sparq
"S101 ACQUISITION, INC.",Security 101 (Revolver),Security 101,First Lien,security 101 revolver,s101 acquisition,security 101
"S101 ACQUISITION, INC.",Security 101 (TL),Security 101,First Lien,security 101 term loan,s101 acquisition,security 101
"S101 ACQUISITION, INC.",Security 101 (DDTL),Security 101,First Lien,security 101 delayed draw term loan,s101 acquisition,security 101
"SAFE HAVEN DEFENSE US, LLC",Safe Haven (Revolver),Safe Haven,First Lien,safe haven revolver,safe haven defense us,safe haven
"SAFE HAVEN DEFENSE US, LLC",Safe Haven (Common Equity),Safe Haven,Common Equity,safe haven common equity,safe haven defense us,safe haven
"SAFE HAVEN DEFENSE US, LLC",Safe Haven (Term Loan),Safe Haven,First Lien,safe haven term loan,safe haven defense us,safe haven
SBI Holdings Investments LLC,Sales Benchmark Index (Equity),Sales Benchmark Index (SBI),Common Equity,sales benchmark index equity,sbi holdings investments,sales benchmark index sbi
SBI Holdings Investments LLC (Sales Benchmark Index LLC),Sales Benchmark Index (Equity),Sales Benchmark Index (SBI),Common Equity,sales benchmark index equity,sbi holdings investments sales benchmark index,sales benchmark index sbi
SBI LLC - Common Equity,Sales Benchmark Index (Equity),Sales Benchmark Index (SBI),Common Equity,sales benchmark index equity,sbi common equity,sales benchmark index sbi
SD InvestCo GP LLC ,Sigma Defense (Equity),Sigma Defense,Common Equity,sigma defense equity,sd investco gp,sigma defense
"SFP Holding, Inc.",Summit Companies (Term Loan),,First Lien,summit companies term loan,sfp holding,
"SFP Holding, Inc. - Funded Revolver",Summit Companies (Revolver),,First Lien,summit companies revolver,sfp holding funded revolver,
"SFP Holding, Inc. - Unfunded Revolver",Summit Companies (Revolver),,First Lien,summit companies revolver,sfp holding unfunded revolver,
"SFP Holding, Inc. - Unfunded Term Loan",Summit Companies (DDTL),,First Lien,summit companies delayed draw term loan,sfp holding unfunded term loan,
SP L2 Holdings LLC - Equity,Ledge Lounger (Equity),Ledge Lounger,Common Equity,ledge lounger equity,sp l2 holdings equity,ledge lounger
"SP L2 Holdings, LLC",Ledge Lounger (Equity),Ledge Lounger,Common Equity,ledge lounger equity,sp l2 holdings,ledge lounger
SPENDMEND HOLDINGS LLC,SpendMend (Term Loan),SpendMend,First Lien,spendmend term loan,spendmend holdings,spendmend
SPENDMEND HOLDINGS LLC - Funded Revolver,SpendMend (Revolver),SpendMend,First Lien,spendmend revolver,spendmend holdings funded revolver,spendmend
SPENDMEND HOLDINGS LLC - Unfunded Revolver,SpendMend (Revolver),SpendMend,First Lien,spendmend revolver,spendmend holdings unfunded revolver,spendmend
SPENDMEND HOLDINGS LLC - Unfunded Term Loan,SpendMend (DDTL),SpendMend,First Lien,spendmend delayed draw term loan,spendmend holdings unfunded term loan,spendmend
"SSC Dominion Holdings, LLC - Class A (US Dominion, Inc.)",Dominion Voting (Equity),Dominion Voting Systems,Common Equity,dominion voting equity,ssc dominion holdings class a us dominion,dominion voting systems
"SSC Dominion Holdings, LLC - Class B (US Dominion, Inc.)",Dominion Voting (Equity),Dominion Voting Systems,Common Equity,dominion voting equity,ssc dominion holdings class b us dominion,dominion voting systems
STV Group Incorporated,STV Group (TL),STV Group,First Lien,stv group term loan,stv group incorporated,stv group
"SV-Aero Holdings, LLC",Aeronix (DDTL),Aeronix,First Lien,aeronix delayed draw term loan,sv aero holdings,aeronix
"SV-Aero Holdings, LLC",Aeronix (Common Equity),Aeronix,Common Equity,aeronix common equity,sv aero holdings,aeronix
Sabai Group LLC,Sabai Group (Term Loan),Sabai Group,First Lien,sabai group term loan,sabai group,sabai group
"Sabel Systems Technology Solutions, LLC",Sabel Systems (Term Loan),Sabel Systems,First Lien,sabel systems term loan,sabel systems technology solutions,sabel systems
"Sabel Systems Technology Solutions, LLC",Sabel Systems (Revolver),Sabel Systems,First Lien,sabel systems revolver,sabel systems technology solutions,sabel systems
Sales Benchmark Index LLC,Sales Benchmark Index (TL),Sales Benchmark Index (SBI),First Lien,sales benchmark index term loan,sales benchmark index,sales benchmark index sbi
Sales Benchmark Index LLC - DDTL,Sales Benchmark Index (DDTL),Sales Benchmark Index (SBI),First Lien,sales benchmark index delayed draw term loan,sales benchmark index delayed draw term loan,sales benchmark index sbi
Sales Benchmark Index LLC - Funded Revolver,Sales Benchmark Index (Revolver),Sales Benchmark Index (SBI),First Lien,sales benchmark index revolver,sales benchmark index funded revolver,sales benchmark index sbi
Sales Benchmark Index LLC - Unfunded  Term Loan,Sales Benchmark Index (DDTL),Sales Benchmark Index (SBI),First Lien,sales benchmark index delayed draw term loan,sales benchmark index unfunded term loan,sales benchmark index sbi
Sales Benchmark Index LLC - Unfunded Revolver,Sales Benchmark Index (Revolver),Sales Benchmark Index (SBI),First Lien,sales benchmark index revolver,sales benchmark index unfunded revolver,sales benchmark index sbi
Sales Benchmark Index LLC - Unfunded Term Loan,Sales Benchmark Index (DDTL),Sales Benchmark Index (SBI),First Lien,sales benchmark index delayed draw term loan,sales benchmark index unfunded term loan,sales benchmark index sbi
Salient CRGT Inc.,SalientCRGT,,First Lien,salientcrgt,salient crgt,
Sargent & Greenleaf Inc.,Sargent & Greenleaf (Term Loan),Sargent & Greenleaf,First Lien,sargent greenleaf term loan,sargent greenleaf,sargent greenleaf
Sargent & Greenleaf Inc. - Funded Revolver,Sargent & Greenleaf (Revolver),Sargent & Greenleaf,First Lien,sargent greenleaf revolver,sargent greenleaf funded revolver,sargent greenleaf
Sargent & Greenleaf Inc. - Unfunded Revolver,Sargent & Greenleaf (Revolver),Sargent & Greenleaf,First Lien,sargent greenleaf revolver,sargent greenleaf unfunded revolver,sargent greenleaf
"Sargent & Greenleaf, Inc.",Sargent & Greenleaf (Term Loan),Sargent & Greenleaf,First Lien,sargent greenleaf term loan,sargent greenleaf,sargent greenleaf
"Sargent & Greenleaf, Inc. - Funded Revolver",Sargent & Greenleaf (Revolver),Sargent & Greenleaf,First Lien,sargent greenleaf revolver,sargent greenleaf funded revolver,sargent greenleaf
"Sargent & Greenleaf, Inc. - Unfunded Revolver",Sargent & Greenleaf (Revolver),Sargent & Greenleaf,First Lien,sargent greenleaf revolver,sargent greenleaf unfunded revolver,sargent greenleaf
"Schlesinger Global, Inc.",Schlesinger (Term Loan),Schlesinger,First Lien,schlesinger term loan,schlesinger global,schlesinger
"Schlesinger Global, Inc. - Funded Revolver",Schlesinger (Revolver),Schlesinger,First Lien,schlesinger revolver,schlesinger global funded revolver,schlesinger
"Schlesinger Global, Inc. - Unfunded Revolver",Schlesinger (Revolver),Schlesinger,First Lien,schlesinger revolver,schlesinger global unfunded revolver,schlesinger
"Schlesinger Global, Inc. - Unfunded Term Loan",Schlesinger (DDTL),Schlesinger,First Lien,schlesinger delayed draw term loan,schlesinger global unfunded term loan,schlesinger
"Scp Clinical Research Intermediate Holdings, LLC",PhaseWell Research (Revolver),PhaseWell Research,First Lien,phasewell research revolver,scp clinical research intermediate holdings,phasewell research
"Scp Clinical Research Intermediate Holdings, LLC",PhaseWell Research (DDTL),PhaseWell Research,First Lien,phasewell research delayed draw term loan,scp clinical research intermediate holdings,phasewell research
"Scp Clinical Research Intermediate Holdings, LLC",PhaseWell Research (Term Loan),PhaseWell Research,First Lien,phasewell research term loan,scp clinical research intermediate holdings,phasewell research
"Seacoast Service Partners NA, LLC ",Seacoast Service Partners (Revolver),Seacoast Service Partners,First Lien,seacoast service partners revolver,seacoast service partners na,seacoast service partners
"Seacoast Service Partners NA, LLC ",Seacoast Service Partners (DDTL),Seacoast Service Partners,First Lien,seacoast service partners delayed draw term loan,seacoast service partners na,seacoast service partners
"Seacoast Service Partners NA, LLC ",Seacoast Service Partners (Term Loan),Seacoast Service Partners,First Lien,seacoast service partners term loan,seacoast service partners na,seacoast service partners
"Seacoast Service Partners, LLC",Seacoast Service Partners (Common Equity),Seacoast Service Partners,Common Equity,seacoast service partners common equity,seacoast service partners,seacoast service partners
"Seacoast Service Partners, LLC ",Seacoast Service Partners (Common Equity),Seacoast Service Partners,Common Equity,seacoast service partners common equity,seacoast service partners,seacoast service partners
"Seaway Buyer, LLC",Seaway (TL),Seaway Plastics,First Lien,seaway term loan,seaway buyer,seaway plastics
"Seaway Buyer, LLC - Funded Revolver",Seaway (Revolver),Seaway Plastics,First Lien,seaway revolver,seaway buyer funded revolver,seaway plastics
"Seaway Buyer, LLC - Unfunded Revolver",Seaway (Revolver),Seaway Plastics,First Lien,seaway revolver,seaway buyer unfunded revolver,seaway plastics
Seaway TopCo LP,Seaway (Equity),Seaway Plastics,Common Equity,seaway equity,seaway topco,seaway plastics
"Seaway Topco, LLC",Seaway (Equity),Seaway Plastics,Common Equity,seaway equity,seaway topco,seaway plastics
"Seaway Topco, LP",Seaway (Equity),Seaway Plastics,Common Equity,seaway equity,seaway topco,seaway plastics
"Seaway Topco, LP (Common Equity)",Seaway (Equity),Seaway Plastics,Common Equity,seaway equity,seaway topco common equity,seaway plastics
"ShiftKey, LLC",ShiftKey (Term Loan),ShiftKey,First Lien,shiftkey term loan,shiftkey,shiftkey
"Sigma Defense Systems, Inc. - Incremental Term Loan",Sigma Defense (Incremental TL),Sigma Defense,First Lien,sigma defense incremental term loan,sigma defense systems incremental term loan,sigma defense
"Sigma Defense Systems, Inc. - Revolver",Sigma Defense (Revolver),Sigma Defense,First Lien,sigma defense revolver,sigma defense systems revolver,sigma defense
"Sigma Defense Systems, Inc. - Term Loan",Sigma Defense (Term Loan),Sigma Defense,First Lien,sigma defense term loan,sigma defense systems term loan,sigma defense
"Sigma Defense Systems, LLC",Sigma Defense (Term Loan),Sigma Defense,First Lien,sigma defense term loan,sigma defense systems,sigma defense
"Sigma Defense Systems, LLC - Funded Revolver",Sigma Defense (Revolver),Sigma Defense,First Lien,sigma defense revolver,sigma defense systems funded revolver,sigma defense
"Sigma Defense Systems, LLC - Revolver",Sigma Defense (Revolver),Sigma Defense,First Lien,sigma defense revolver,sigma defense systems revolver,sigma defense
"Sigma Defense Systems, LLC - Unfunded Revolver",Sigma Defense (Revolver),Sigma Defense,First Lien,sigma defense revolver,sigma defense systems unfunded revolver,sigma defense
"Signature CR Intermediate Holdco, Inc. (Common)",Signature Systems Group (Common Equity),Signature Systems Group,Common Equity,signature systems group common equity,signature cr intermediate holdco common,signature systems group
"Signature CR Intermediate Holdco, Inc. (Preferred)",Signature Systems Group (Preferred Equity),Signature Systems Group,Preferred Equity,signature systems group preferred equity,signature cr intermediate holdco preferred,signature systems group
Signature Systems Holding Company,Signature Systems Group (TL),Signature Systems Group,First Lien,signature systems group term loan,signature systems holding,signature systems group
Signature Systems Holding Company - Funded Revolver,Signature Systems Group (RC),Signature Systems Group,First Lien,signature systems group revolver,signature systems holding funded revolver,signature systems group
Signature Systems Holding Company - Term Loan II,Signature Systems Group (TL II),Signature Systems Group,First Lien,signature systems group term loan ii,signature systems holding term loan ii,signature systems group
Signature Systems Holding Company - Unfunded Revolver,Signature Systems Group (RC),Signature Systems Group,First Lien,signature systems group revolver,signature systems holding unfunded revolver,signature systems group
Signature Systems Holding Company First Lien Term Loan II,Signature Systems Group (TL II),Signature Systems Group,First Lien,signature systems group term loan ii,signature systems holding first lien term loan ii,signature systems group
Signature Systems Holding Company. - Unfunded Revolver,Signature Systems Group (RC),Signature Systems Group,First Lien,signature systems group revolver,signature systems holding unfunded revolver,signature systems group
Skopima Consilio Parent LLC,Consilio (TL),Consilio,First Lien,consilio term loan,skopima consilio parent,consilio
"Skopima Consilio Parent, LLC",Consilio (TL),Consilio,First Lien,consilio term loan,skopima consilio parent,consilio
Smile Brands Inc.,Smile Brands (TL),Smile Brands,First Lien,smile brands term loan,smile brands,smile brands
Smile Brands Inc. - Funded Revolver,Smile Brands (Revolver),Smile Brands,First Lien,smile brands revolver,smile brands funded revolver,smile brands
Smile Brands Inc. - Unfunded Revolver,Smile Brands (Revolver),Smile Brands,First Lien,smile brands revolver,smile brands unfunded revolver,smile brands
Smile Brands Inc. - Unfunded Revolver - LC,Smile Brands (Revolver),Smile Brands,First Lien,smile brands revolver,smile brands unfunded revolver lc,smile brands
Smile Brands Inc. - Unfunded Term Loan,Smile Brands (DDTL),Smile Brands,First Lien,smile brands delayed draw term loan,smile brands unfunded term loan,smile brands
"Smile Brands, Inc.",Smile Brands (TL),Smile Brands,First Lien,smile brands term loan,smile brands,smile brands
"Smile Brands, Inc. - Funded Revolver",Smile Brands (Revolver),Smile Brands,First Lien,smile brands revolver,smile brands funded revolver,smile brands
"Smile Brands, Inc. - Unfunded Revolver",Smile Brands (Revolver),Smile Brands,First Lien,smile brands revolver,smile brands unfunded revolver,smile brands
"Smile Brands, Inc. - Unfunded Term Loan",Smile Brands (DDTL),Smile Brands,First Lien,smile brands delayed draw term loan,smile brands unfunded term loan,smile brands
"Snak Club, LLC",Snak Club (TL),Snak Club,First Lien,snak club term loan,snak club,snak club
"Snak Club, LLC - Funded Revolver",Snak Club (Rev),Snak Club,First Lien,snak club revolver,snak club funded revolver,snak club
"Snak Club, LLC - Unfunded Revolver",Snak Club (Rev),Snak Club,First Lien,snak club revolver,snak club unfunded revolver,snak club
"Snak Club, LLC - Unfunded Revolver (Temporary)",Snak Club (Rev),Snak Club,First Lien,snak club revolver,snak club unfunded revolver temporary,snak club
"Solutionreach, Inc.",Solutionreach (TL),Solutionreach,First Lien,solutionreach term loan,solutionreach,solutionreach
"Solutionreach, Inc. ",Solutionreach (TL),Solutionreach,First Lien,solutionreach term loan,solutionreach,solutionreach
"Solutionreach, Inc. - Funded Revolver",Solutionreach (Rev),Solutionreach,First Lien,solutionreach revolver,solutionreach funded revolver,solutionreach
"Solutionreach, Inc. - Unfunded Revolver",Solutionreach (Rev),Solutionreach,First Lien,solutionreach revolver,solutionreach unfunded revolver,solutionreach
"Southern Veterinary Partners, LLC",Southern Veterinary Partners (TL),Southern Veterinary Partners,First Lien,southern veterinary partners term loan,southern veterinary partners,southern veterinary partners
"Spear Education, LLC",Spear Education (TL),Spear Education,First Lien,spear education term loan,spear education,spear education
"Spear Education, LLC - Unfunded Term Loan",Spear Education (DDTL),Spear Education,First Lien,spear education delayed draw term loan,spear education unfunded term loan,spear education
"Spectacle Gary Holdings, LLC",Hard Rock Gary (TL),,First Lien,hard rock gary term loan,spectacle gary holdings,
"Spectacle Gary Holdings, LLC - DDTL",Hard Rock Gary (DDTL),,First Lien,hard rock gary delayed draw term loan,spectacle gary holdings delayed draw term loan,
"Spectacle Gary Holdings, LLC - Unfunded Term Loan",Hard Rock Gary (DDTL),,First Lien,hard rock gary delayed draw term loan,spectacle gary holdings unfunded term loan,
Spin Holdco Inc.,CSC Service Works,,Second Lien,csc service works,spin holdco,
Spyder (BC) Bidco Pty Ltd,Camp Australia,Camp Australia,Second Lien,camp australia,spyder bc bidco pty,camp australia
"StellPen Holdings, LLC (CF512, Inc.)",Gen3 Marketing (Common Equity),Gen3 Marketing,Common Equity,gen3 marketing common equity,stellpen holdings cf512,gen3 marketing
"StoicLane, Inc.",Archer Lewis (Common Equity),Archer Lewis,Common Equity,archer lewis common equity,stoiclane,archer lewis
"Summit Behavioral Healthcare, LLC",Summit Behavioral Healthcare,Summit Behavioral Healthcare,First Lien,summit behavioral healthcare,summit behavioral healthcare,summit behavioral healthcare
"Superior Digital Display Holdings, Inc. (P)",Superior (Preferred A),,Preferred Equity,superior preferred a,superior digital display holdings p,
"Superior Digital Display Holdings, Inc. (Series B)",Superior (Preferred B),,Preferred Equity,superior preferred b,superior digital display holdings series b,
"Superior Digital Displays Holdings, Inc. ",Superior (Common),,Common Equity,superior common,superior digital displays holdings,
"Superior Digital Displays, LLC (ALL PIK)",Superior (Term Loan),,First Lien,superior term loan,superior digital displays all payment in kind,
"Symplr Software, Inc.",Symplr (TL),Symplr,First Lien,symplr term loan,symplr software,symplr
"System Planning and Analysis, Inc.",MCR (Term Loan),MCR,First Lien,mcr term loan,system planning and analysis,mcr
"System Planning and Analysis, Inc. (f/k/a Management Consulting & Research, LLC)",MCR (Term Loan),MCR,First Lien,mcr term loan,system planning and analysis f k a management consulting research,mcr
"System Planning and Analysis, Inc. - Unfunded Revolver (f/k/a Management Consulting & Research, LLC)",MCR (Revolver),MCR,First Lien,mcr revolver,system planning and analysis unfunded revolver f k a management consulting research,mcr
TAC LifePort Holdings LLC,LifePort (Equity),LifePort,Common Equity,lifeport equity,tac lifeport holdings,lifeport
"TAC LifePort Holdings, LLC",LifePort (Equity),LifePort,Common Equity,lifeport equity,tac lifeport holdings,lifeport
"TAC LifePort Purchaser, LLC",LifePort (Term Loan),LifePort,First Lien,lifeport term loan,tac lifeport purchaser,lifeport
"TAC LifePort Purchaser, LLC ",LifePort (Term Loan),LifePort,First Lien,lifeport term loan,tac lifeport purchaser,lifeport
"TAC LifePort Purchaser, LLC - Funded Revolver",LifePort (Revolver),LifePort,First Lien,lifeport revolver,tac lifeport purchaser funded revolver,lifeport
